Pizza_Id,Order_Id,Pizza_Name_Id,Quantity,Order Date,Order Date,Order Date,,Order Time,Unit Price,Total Price,Pizza Size,Pizza Category,Pizza Ingredients,pizza_name
11814,5193,Brie_Carre_S,1,29/03/2015,29/03/2015,29/03/2015,,11:32 am,$23.65,$23.65,Small,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza
11815,5194,Brie_Carre_S,1,29/03/2015,29/03/2015,29/03/2015,,11:39 am,$23.65,$23.65,Small,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza
11816,5194,Classic_Dlx_S,1,29/03/2015,29/03/2015,29/03/2015,,11:39 am,$12.00,$12.00,Small,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
11817,5195,Big_Meat_S,1,29/03/2015,29/03/2015,29/03/2015,,11:40 am,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
11818,5196,Big_Meat_S,1,29/03/2015,29/03/2015,29/03/2015,,12:03 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
11819,5196,Veggie_Veg_M,1,29/03/2015,29/03/2015,29/03/2015,,12:03 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
11820,5197,Ckn_Alfredo_L,1,29/03/2015,29/03/2015,29/03/2015,,12:07 pm,$20.75,$20.75,Large,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
11821,5197,Hawaiian_L,1,29/03/2015,29/03/2015,29/03/2015,,12:07 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
11822,5197,Spinach_Fet_S,1,29/03/2015,29/03/2015,29/03/2015,,12:07 pm,$12.00,$12.00,Small,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
11823,5198,Mediterraneo_L,1,29/03/2015,29/03/2015,29/03/2015,,12:09 pm,$20.25,$20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
11824,5198,The_Greek_S,1,29/03/2015,29/03/2015,29/03/2015,,12:09 pm,$12.00,$12.00,Small,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
11825,5199,Classic_Dlx_S,1,29/03/2015,29/03/2015,29/03/2015,,12:12 pm,$12.00,$12.00,Small,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
11826,5200,Bbq_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$20.75,$20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
11827,5200,Cali_Ckn_S,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$12.75,$12.75,Small,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11828,5200,Five_Cheese_L,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$18.50,$18.50,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
11829,5200,Four_Cheese_M,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$14.75,$14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
11830,5200,Ital_Supr_M,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$16.50,$16.50,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
11831,5200,Ital_Veggie_S,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$12.75,$12.75,Small,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
11832,5200,Pepperoni_S,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11833,5200,Sicilian_S,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$12.25,$12.25,Small,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
11834,5200,Southw_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
11835,5200,Southw_Ckn_M,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
11836,5200,Spin_Pesto_L,2,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$20.75,$41.50,Large,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
11837,5200,Spinach_Fet_M,2,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$16.00,$32.00,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
11838,5200,The_Greek_M,1,29/03/2015,29/03/2015,29/03/2015,,12:32 pm,$16.00,$16.00,Medium,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
11839,5201,Big_Meat_S,1,29/03/2015,29/03/2015,29/03/2015,,12:38 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
11840,5201,Green_Garden_S,1,29/03/2015,29/03/2015,29/03/2015,,12:38 pm,$12.00,$12.00,Small,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
11841,5201,Ital_Cpcllo_L,1,29/03/2015,29/03/2015,29/03/2015,,12:38 pm,$20.50,$20.50,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
11842,5201,Ital_Veggie_L,1,29/03/2015,29/03/2015,29/03/2015,,12:38 pm,$21.00,$21.00,Large,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
11843,5201,Thai_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,12:38 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
11844,5202,Ckn_Alfredo_M,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
11845,5202,Ckn_Pesto_S,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$12.75,$12.75,Small,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
11846,5202,Five_Cheese_L,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$18.50,$18.50,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
11847,5202,Hawaiian_L,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
11848,5202,Ital_Supr_M,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$16.50,$16.50,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
11849,5202,Southw_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
11850,5202,Thai_Ckn_M,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
11851,5202,Veggie_Veg_M,1,29/03/2015,29/03/2015,29/03/2015,,1:00 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
11852,5203,Cali_Ckn_S,1,29/03/2015,29/03/2015,29/03/2015,,1:45 pm,$12.75,$12.75,Small,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11853,5203,Hawaiian_L,1,29/03/2015,29/03/2015,29/03/2015,,1:45 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
11854,5203,Spinach_Fet_S,1,29/03/2015,29/03/2015,29/03/2015,,1:45 pm,$12.00,$12.00,Small,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
11855,5204,Cali_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,1:50 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11856,5205,Mediterraneo_L,1,29/03/2015,29/03/2015,29/03/2015,,1:54 pm,$20.25,$20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
11857,5205,Prsc_Argla_S,1,29/03/2015,29/03/2015,29/03/2015,,1:54 pm,$12.50,$12.50,Small,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
11858,5205,Veggie_Veg_M,1,29/03/2015,29/03/2015,29/03/2015,,1:54 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
11859,5206,Ital_Supr_M,1,29/03/2015,29/03/2015,29/03/2015,,1:58 pm,$16.50,$16.50,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
11860,5206,Pepperoni_M,1,29/03/2015,29/03/2015,29/03/2015,,1:58 pm,$12.50,$12.50,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11861,5207,Classic_Dlx_L,1,29/03/2015,29/03/2015,29/03/2015,,2:06 pm,$20.50,$20.50,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
11862,5208,Ckn_Alfredo_M,1,29/03/2015,29/03/2015,29/03/2015,,2:15 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
11863,5208,Hawaiian_S,1,29/03/2015,29/03/2015,29/03/2015,,2:15 pm,$10.50,$10.50,Small,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
11864,5209,Napolitana_M,1,29/03/2015,29/03/2015,29/03/2015,,2:40 pm,$16.00,$16.00,Medium,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
11865,5210,Spin_Pesto_M,1,29/03/2015,29/03/2015,29/03/2015,,2:48 pm,$16.50,$16.50,Medium,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
11866,5211,Hawaiian_L,1,29/03/2015,29/03/2015,29/03/2015,,3:01 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
11867,5212,Mediterraneo_S,1,29/03/2015,29/03/2015,29/03/2015,,3:08 pm,$12.00,$12.00,Small,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
11868,5212,Pepperoni_M,1,29/03/2015,29/03/2015,29/03/2015,,3:08 pm,$12.50,$12.50,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11869,5212,Peppr_Salami_L,1,29/03/2015,29/03/2015,29/03/2015,,3:08 pm,$20.75,$20.75,Large,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
11870,5212,Spinach_Fet_S,1,29/03/2015,29/03/2015,29/03/2015,,3:08 pm,$12.00,$12.00,Small,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
11871,5213,Cali_Ckn_M,1,29/03/2015,29/03/2015,29/03/2015,,3:11 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11872,5213,Mediterraneo_L,1,29/03/2015,29/03/2015,29/03/2015,,3:11 pm,$20.25,$20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
11873,5213,Thai_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,3:11 pm,$20.75,$20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
11874,5214,Ckn_Pesto_L,1,29/03/2015,29/03/2015,29/03/2015,,3:39 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
11875,5214,Classic_Dlx_S,1,29/03/2015,29/03/2015,29/03/2015,,3:39 pm,$12.00,$12.00,Small,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
11876,5214,Mexicana_M,1,29/03/2015,29/03/2015,29/03/2015,,3:39 pm,$16.00,$16.00,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
11877,5215,Mediterraneo_L,1,29/03/2015,29/03/2015,29/03/2015,,3:59 pm,$20.25,$20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
11878,5215,Pep_Msh_Pep_L,1,29/03/2015,29/03/2015,29/03/2015,,3:59 pm,$17.50,$17.50,Large,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
11879,5215,Prsc_Argla_L,1,29/03/2015,29/03/2015,29/03/2015,,3:59 pm,$20.75,$20.75,Large,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
11880,5216,Big_Meat_S,1,29/03/2015,29/03/2015,29/03/2015,,4:10 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
11881,5216,Peppr_Salami_S,1,29/03/2015,29/03/2015,29/03/2015,,4:10 pm,$12.50,$12.50,Small,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
11882,5216,Sicilian_L,1,29/03/2015,29/03/2015,29/03/2015,,4:10 pm,$20.25,$20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
11883,5217,Big_Meat_S,1,29/03/2015,29/03/2015,29/03/2015,,4:10 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
11884,5217,Peppr_Salami_L,1,29/03/2015,29/03/2015,29/03/2015,,4:10 pm,$20.75,$20.75,Large,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
11885,5218,Classic_Dlx_L,1,29/03/2015,29/03/2015,29/03/2015,,4:17 pm,$20.50,$20.50,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
11886,5218,Spinach_Fet_S,1,29/03/2015,29/03/2015,29/03/2015,,4:17 pm,$12.00,$12.00,Small,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
11887,5218,Thai_Ckn_S,1,29/03/2015,29/03/2015,29/03/2015,,4:17 pm,$12.75,$12.75,Small,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
11888,5218,Veggie_Veg_M,1,29/03/2015,29/03/2015,29/03/2015,,4:17 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
11889,5219,Cali_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,4:23 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11890,5219,Pep_Msh_Pep_M,1,29/03/2015,29/03/2015,29/03/2015,,4:23 pm,$14.50,$14.50,Medium,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
11891,5219,Peppr_Salami_M,1,29/03/2015,29/03/2015,29/03/2015,,4:23 pm,$16.50,$16.50,Medium,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
11892,5220,The_Greek_S,1,29/03/2015,29/03/2015,29/03/2015,,4:50 pm,$12.00,$12.00,Small,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
11893,5221,Bbq_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,4:50 pm,$20.75,$20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
11894,5221,Cali_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,4:50 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11895,5221,Cali_Ckn_M,1,29/03/2015,29/03/2015,29/03/2015,,4:50 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11896,5222,Pep_Msh_Pep_M,1,29/03/2015,29/03/2015,29/03/2015,,4:58 pm,$14.50,$14.50,Medium,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
11897,5222,Pepperoni_S,1,29/03/2015,29/03/2015,29/03/2015,,4:58 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11898,5223,Cali_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,4:59 pm,$20.75,$20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11899,5223,Ckn_Pesto_L,1,29/03/2015,29/03/2015,29/03/2015,,4:59 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
11900,5223,Four_Cheese_L,1,29/03/2015,29/03/2015,29/03/2015,,4:59 pm,$17.95,$17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
11901,5223,Hawaiian_L,1,29/03/2015,29/03/2015,29/03/2015,,4:59 pm,$16.50,$16.50,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
11902,5224,Ital_Cpcllo_S,2,29/03/2015,29/03/2015,29/03/2015,,5:02 pm,$12.00,$24.00,Small,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
11903,5225,Sicilian_S,1,29/03/2015,29/03/2015,29/03/2015,,5:40 pm,$12.25,$12.25,Small,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
11904,5225,The_Greek_Xl,1,29/03/2015,29/03/2015,29/03/2015,,5:40 pm,$25.50,$25.50,Extra Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
11905,5226,Pepperoni_S,1,29/03/2015,29/03/2015,29/03/2015,,5:43 pm,$9.75,$9.75,Small,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11906,5226,Prsc_Argla_M,1,29/03/2015,29/03/2015,29/03/2015,,5:43 pm,$16.50,$16.50,Medium,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
11907,5226,The_Greek_Xl,1,29/03/2015,29/03/2015,29/03/2015,,5:43 pm,$25.50,$25.50,Extra Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
11908,5226,Veggie_Veg_M,1,29/03/2015,29/03/2015,29/03/2015,,5:43 pm,$16.00,$16.00,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
11909,5227,Ckn_Pesto_L,1,29/03/2015,29/03/2015,29/03/2015,,5:44 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
11910,5227,Mexicana_L,1,29/03/2015,29/03/2015,29/03/2015,,5:44 pm,$20.25,$20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
11911,5228,Pepperoni_M,1,29/03/2015,29/03/2015,29/03/2015,,5:47 pm,$12.50,$12.50,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11912,5229,Peppr_Salami_L,1,29/03/2015,29/03/2015,29/03/2015,,6:33 pm,$20.75,$20.75,Large,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
11913,5230,Ckn_Alfredo_M,1,29/03/2015,29/03/2015,29/03/2015,,6:37 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
11914,5230,Ckn_Pesto_S,1,29/03/2015,29/03/2015,29/03/2015,,6:37 pm,$12.75,$12.75,Small,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
11915,5230,Spinach_Supr_M,1,29/03/2015,29/03/2015,29/03/2015,,6:37 pm,$16.50,$16.50,Medium,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
11916,5231,Bbq_Ckn_S,1,29/03/2015,29/03/2015,29/03/2015,,6:42 pm,$12.75,$12.75,Small,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
11917,5231,Mexicana_M,1,29/03/2015,29/03/2015,29/03/2015,,6:42 pm,$16.00,$16.00,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
11918,5232,Cali_Ckn_M,1,29/03/2015,29/03/2015,29/03/2015,,6:52 pm,$16.75,$16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
11919,5232,Pepperoni_L,1,29/03/2015,29/03/2015,29/03/2015,,6:52 pm,$15.25,$15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11920,5233,Ital_Veggie_M,1,29/03/2015,29/03/2015,29/03/2015,,6:53 pm,$16.75,$16.75,Medium,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
11921,5233,Southw_Ckn_L,1,29/03/2015,29/03/2015,29/03/2015,,6:53 pm,$20.75,$20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
11922,5234,Five_Cheese_L,1,29/03/2015,29/03/2015,29/03/2015,,7:05 pm,$18.50,$18.50,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
11923,5234,Ital_Supr_M,1,29/03/2015,29/03/2015,29/03/2015,,7:05 pm,$16.50,$16.50,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
11924,5234,Mediterraneo_S,1,29/03/2015,29/03/2015,29/03/2015,,7:05 pm,$12.00,$12.00,Small,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
11925,5234,Prsc_Argla_M,1,29/03/2015,29/03/2015,29/03/2015,,7:05 pm,$16.50,$16.50,Medium,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
11926,5235,Big_Meat_S,1,29/03/2015,29/03/2015,29/03/2015,,7:05 pm,$12.00,$12.00,Small,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
11927,5236,Pepperoni_M,1,29/03/2015,29/03/2015,29/03/2015,,7:09 pm,$12.50,$12.50,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
11928,5237,Spicy_Ital_L,1,29/03/2015,29/03/2015,29/03/2015,,7:17 pm,$20.75,$20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
